indicator,County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,count,cRate10K,dailyMean
"ED Visits	",Monroe,2005-2007,"Total	","	","Total	","	",61.449,12990,58.617,11.863
"ED Visits	",Monroe,2005-2016,"Total	","	","Total	","	",65.802,55506,62.092,12.664
"ED Visits	",Monroe,2006-2008,"Total	","	","Total	","	",62.387,13217,59.574,12.059
"ED Visits	",Monroe,2007-2009,"Total	","	","Total	","	",64.536,13682,61.529,12.484
"ED Visits	",Monroe,2008-2010,"Total	","	","Total	","	",65.963,13991,62.758,12.766
"ED Visits	",Monroe,2009-2011,"Total	","	","Total	","	",67.359,14260,63.773,13.023
"ED Visits	",Monroe,2010-2012,"Total	","	","Total	","	",67.798,14350,64.016,13.093
"ED Visits	",Monroe,2011-2013,"Total	","	","Total	","	",68.139,14356,63.889,13.099
"ED Visits	",Monroe,2012-2014,"Total	","	","Total	","	",69.86,14666,65.2,13.381
"ED Visits	",Monroe,2013-2015,"Total	","	","Total	","	",69.256,14524,64.565,13.264
"ED Visits	",Monroe,2014-2016,"Total	","	","Total	","	",67.838,14169,63.061,12.928
"ED Visits	",Montgomery,2005-2007,"Total	","	","Total	","	",79.127,1090,73.141,0.995
"ED Visits	",Montgomery,2005-2016,"Total	","	","Total	","	",95.239,5316,88.966,1.213
"ED Visits	",Montgomery,2006-2008,"Total	","	","Total	","	",81.376,1131,75.666,1.032
"ED Visits	",Montgomery,2007-2009,"Total	","	","Total	","	",83.185,1163,77.663,1.061
"ED Visits	",Montgomery,2008-2010,"Total	","	","Total	","	",85.82,1203,80.073,1.098
"ED Visits	",Montgomery,2009-2011,"Total	","	","Total	","	",93.396,1312,87.339,1.198
"ED Visits	",Montgomery,2010-2012,"Total	","	","Total	","	",102.803,1440,95.958,1.314
"ED Visits	",Montgomery,2011-2013,"Total	","	","Total	","	",107.422,1510,100.957,1.378
"ED Visits	",Montgomery,2012-2014,"Total	","	","Total	","	",108.78,1538,102.956,1.403
"ED Visits	",Montgomery,2013-2015,"Total	","	","Total	","	",107.137,1508,101.066,1.377
"ED Visits	",Montgomery,2014-2016,"Total	","	","Total	","	",108.554,1513,101.751,1.38
"ED Visits	",Nassau,2005-2007,"Total	","	","Total	","	",44.96,17129,43.046,15.643
"ED Visits	",Nassau,2005-2016,"Total	","	","Total	","	",47.71,72850,45.223,16.621
"ED Visits	",Nassau,2006-2008,"Total	","	","Total	","	",46.292,17527,44.125,15.992
"ED Visits	",Nassau,2007-2009,"Total	","	","Total	","	",49.895,18838,47.34,17.188
"ED Visits	",Nassau,2008-2010,"Total	","	","Total	","	",50.9,19296,48.251,17.606
"ED Visits	",Nassau,2009-2011,"Total	","	","Total	","	",52.232,19911,49.52,18.184
"ED Visits	",Nassau,2010-2012,"Total	","	","Total	","	",51.773,19833,49.098,18.096
"ED Visits	",Nassau,2011-2013,"Total	","	","Total	","	",51.088,19587,48.341,17.871
"ED Visits	",Nassau,2012-2014,"Total	","	","Total	","	",49.043,18813,46.305,17.165
"ED Visits	",Nassau,2013-2015,"Total	","	","Total	","	",46.391,17880,43.912,16.329
"ED Visits	",Nassau,2014-2016,"Total	","	","Total	","	",43.947,16838,41.28,15.363
"ED Visits	",New York County,2005-2007,"Total	","	","Total	","	",165.049,65272,137.904,59.609
"ED Visits	",New York County,2005-2016,"Total	","	","Total	","	",157.643,255641,132.617,58.326
"ED Visits	",New York County,2006-2008,"Total	","	","Total	","	",165.205,65915,138.868,60.141
"ED Visits	",New York County,2007-2009,"Total	","	","Total	","	",167.75,66964,140.922,61.099
"ED Visits	",New York County,2008-2010,"Total	","	","Total	","	",163.122,65208,137.021,59.496
"ED Visits	",New York County,2009-2011,"Total	","	","Total	","	",160.452,64179,134.224,58.611
"ED Visits	",New York County,2010-2012,"Total	","	","Total	","	",158.379,64000,132.692,58.394
"ED Visits	",New York County,2011-2013,"Total	","	","Total	","	",157.179,64201,131.962,58.578
"ED Visits	",New York County,2012-2014,"Total	","	","Total	","	",154.131,63685,130.234,58.107
"ED Visits	",New York County,2013-2015,"Total	","	","Total	","	",149.091,62268,126.92,56.866
"ED Visits	",New York County,2014-2016,"Total	","	","Total	","	",145.046,60960,123.918,55.62
"ED Visits	",Niagara,2005-2007,"Total	","	","Total	","	",63.095,3813,58.774,3.482
"ED Visits	",Niagara,2005-2016,"Total	","	","Total	","	",57.531,13588,52.673,3.1
"ED Visits	",Niagara,2006-2008,"Total	","	","Total	","	",60.503,3647,56.304,3.328
"ED Visits	",Niagara,2007-2009,"Total	","	","Total	","	",62.858,3775,58.29,3.444
"ED Visits	",Niagara,2008-2010,"Total	","	","Total	","	",60.049,3597,55.481,3.282
"ED Visits	",Niagara,2009-2011,"Total	","	","Total	","	",59.271,3517,54.253,3.212
"ED Visits	",Niagara,2010-2012,"Total	","	","Total	","	",54.561,3227,49.872,2.944
"ED Visits	",Niagara,2011-2013,"Total	","	","Total	","	",54.402,3183,49.361,2.904
"ED Visits	",Niagara,2012-2014,"Total	","	","Total	","	",55.557,3223,50.156,2.941
"ED Visits	",Niagara,2013-2015,"Total	","	","Total	","	",54.091,3109,48.557,2.839
"ED Visits	",Niagara,2014-2016,"Total	","	","Total	","	",52.517,2995,46.961,2.733
"ED Visits	",Oneida,2005-2007,"Total	","	","Total	","	",56.25,3812,54.225,3.481
"ED Visits	",Oneida,2005-2016,"Total	","	","Total	","	",56.857,15084,53.765,3.441
"ED Visits	",Oneida,2006-2008,"Total	","	","Total	","	",58.525,3957,56.271,3.61
"ED Visits	",Oneida,2007-2009,"Total	","	","Total	","	",61.639,4154,59.04,3.79
"ED Visits	",Oneida,2008-2010,"Total	","	","Total	","	",64.501,4300,61.085,3.923
"ED Visits	",Oneida,2009-2011,"Total	","	","Total	","	",64.731,4294,61.016,3.921
"ED Visits	",Oneida,2010-2012,"Total	","	","Total	","	",63.983,4219,59.998,3.849
"ED Visits	",Oneida,2011-2013,"Total	","	","Total	","	",59.508,3934,56.028,3.589
"ED Visits	",Oneida,2012-2014,"Total	","	","Total	","	",56.043,3664,52.263,3.343
"ED Visits	",Oneida,2013-2015,"Total	","	","Total	","	",50.657,3299,47.193,3.013
"ED Visits	",Oneida,2014-2016,"Total	","	","Total	","	",47.644,3038,43.623,2.772
"ED Visits	",Onondaga,2005-2007,"Total	","	","Total	","	",48.896,6455,46.67,5.895
"ED Visits	",Onondaga,2005-2016,"Total	","	","Total	","	",47.923,25172,45.047,5.743
"ED Visits	",Onondaga,2006-2008,"Total	","	","Total	","	",48.193,6328,45.667,5.774
"ED Visits	",Onondaga,2007-2009,"Total	","	","Total	","	",48.31,6348,45.656,5.792
"ED Visits	",Onondaga,2008-2010,"Total	","	","Total	","	",48.462,6379,45.674,5.82
"ED Visits	",Onondaga,2009-2011,"Total	","	","Total	","	",47.873,6313,45.058,5.765
"ED Visits	",Onondaga,2010-2012,"Total	","	","Total	","	",46.811,6165,43.937,5.625
"ED Visits	",Onondaga,2011-2013,"Total	","	","Total	","	",47.787,6282,44.713,5.732
"ED Visits	",Onondaga,2012-2014,"Total	","	","Total	","	",49.405,6481,46.102,5.913
"ED Visits	",Onondaga,2013-2015,"Total	","	","Total	","	",49.408,6463,45.956,5.902
"ED Visits	",Onondaga,2014-2016,"Total	","	","Total	","	",46.66,6056,43.158,5.526
"ED Visits	",Ontario,2005-2007,"Total	","	","Total	","	",52.966,1572,50.045,1.436
"ED Visits	",Ontario,2005-2016,"Total	","	","Total	","	",41.176,4862,37.636,1.109
"ED Visits	",Ontario,2006-2008,"Total	","	","Total	","	",49.28,1452,45.926,1.325
"ED Visits	",Ontario,2007-2009,"Total	","	","Total	","	",49.212,1446,45.367,1.319
"ED Visits	",Ontario,2008-2010,"Total	","	","Total	","	",46.71,1385,43.048,1.264
"ED Visits	",Ontario,2009-2011,"Total	","	","Total	","	",43.639,1298,40.039,1.185
"ED Visits	",Ontario,2010-2012,"Total	","	","Total	","	",38.612,1143,35.086,1.043
"ED Visits	",Ontario,2011-2013,"Total	","	","Total	","	",36.076,1055,32.279,0.963
"ED Visits	",Ontario,2012-2014,"Total	","	","Total	","	",35.174,1024,31.241,0.934
"ED Visits	",Ontario,2013-2015,"Total	","	","Total	","	",31.985,934,28.422,0.853
"ED Visits	",Ontario,2014-2016,"Total	","	","Total	","	",29.432,850,25.823,0.776
"ED Visits	",Orange,2005-2007,"Total	","	","Total	","	",72.643,8021,72.925,7.325
"ED Visits	",Orange,2005-2016,"Total	","	","Total	","	",71.562,31715,70.931,7.236
"ED Visits	",Orange,2006-2008,"Total	","	","Total	","	",74.333,8226,74.405,7.505
"ED Visits	",Orange,2007-2009,"Total	","	","Total	","	",73.935,8201,73.833,7.483
"ED Visits	",Orange,2008-2010,"Total	","	","Total	","	",73.694,8154,73.08,7.44
"ED Visits	",Orange,2009-2011,"Total	","	","Total	","	",73.572,8157,72.835,7.449
"ED Visits	",Orange,2010-2012,"Total	","	","Total	","	",72.774,8065,71.884,7.359
"ED Visits	",Orange,2011-2013,"Total	","	","Total	","	",72.5,8042,71.585,7.338
"ED Visits	",Orange,2012-2014,"Total	","	","Total	","	",71.887,7981,70.95,7.282
"ED Visits	",Orange,2013-2015,"Total	","	","Total	","	",70.603,7843,69.536,7.163
"ED Visits	",Orange,2014-2016,"Total	","	","Total	","	",67.658,7498,66.228,6.841
"ED Visits	",Orleans,2005-2007,"Total	","	","Total	","	",44.13,550,42.231,0.502
"ED Visits	",Orleans,2005-2016,"Total	","	","Total	","	",44.162,2070,40.454,0.472
"ED Visits	",Orleans,2006-2008,"Total	","	","Total	","	",42.808,528,40.61,0.482
"ED Visits	",Orleans,2007-2009,"Total	","	","Total	","	",42.94,521,40.21,0.475
"ED Visits	",Orleans,2008-2010,"Total	","	","Total	","	",43.428,520,40.287,0.474
"ED Visits	",Orleans,2009-2011,"Total	","	","Total	","	",41.66,488,37.973,0.446
"ED Visits	",Orleans,2010-2012,"Total	","	","Total	","	",36.648,425,33.202,0.388
"ED Visits	",Orleans,2011-2013,"Total	","	","Total	","	",38.686,440,34.514,0.401
"ED Visits	",Orleans,2012-2014,"Total	","	","Total	","	",44.148,494,38.977,0.451
"ED Visits	",Orleans,2013-2015,"Total	","	","Total	","	",51.396,569,45.202,0.52
"ED Visits	",Orleans,2014-2016,"Total	","	","Total	","	",51.805,560,44.837,0.511
"ED Visits	",Oswego,2005-2007,"Total	","	","Total	","	",40.334,1436,39.106,1.311
"ED Visits	",Oswego,2005-2016,"Total	","	","Total	","	",37.117,5084,34.862,1.16
"ED Visits	",Oswego,2006-2008,"Total	","	","Total	","	",41.146,1456,39.68,1.328
"ED Visits	",Oswego,2007-2009,"Total	","	","Total	","	",40.531,1423,38.813,1.298
"ED Visits	",Oswego,2008-2010,"Total	","	","Total	","	",40.949,1422,38.794,1.297
"ED Visits	",Oswego,2009-2011,"Total	","	","Total	","	",39.473,1360,37.14,1.242
"ED Visits	",Oswego,2010-2012,"Total	","	","Total	","	",36.457,1250,34.183,1.141
"ED Visits	",Oswego,2011-2013,"Total	","	","Total	","	",33.843,1150,31.518,1.049
"ED Visits	",Oswego,2012-2014,"Total	","	","Total	","	",32.409,1090,29.977,0.995
"ED Visits	",Oswego,2013-2015,"Total	","	","Total	","	",34.564,1142,31.545,1.043
"ED Visits	",Oswego,2014-2016,"Total	","	","Total	","	",33.269,1076,29.914,0.982
"ED Visits	",Otsego,2005-2007,"Total	","	","Total	","	",35.419,610,32.273,0.557
"ED Visits	",Otsego,2005-2016,"Total	","	","Total	","	",30.55,2016,27.136,0.46
"ED Visits	",Otsego,2006-2008,"Total	","	","Total	","	",32.627,569,30.185,0.519
"ED Visits	",Otsego,2007-2009,"Total	","	","Total	","	",32.208,556,29.613,0.507
"ED Visits	",Otsego,2008-2010,"Total	","	","Total	","	",30.041,506,27.054,0.462
"ED Visits	",Otsego,2009-2011,"Total	","	","Total	","	",32.412,537,28.801,0.49
"ED Visits	",Otsego,2010-2012,"Total	","	","Total	","	",30.312,494,26.562,0.451
"ED Visits	",Otsego,2011-2013,"Total	","	","Total	","	",29.101,475,25.628,0.433
"ED Visits	",Otsego,2012-2014,"Total	","	","Total	","	",27.834,436,23.661,0.398
"ED Visits	",Otsego,2013-2015,"Total	","	","Total	","	",26.913,425,23.225,0.388
"ED Visits	",Otsego,2014-2016,"Total	","	","Total	","	",27.419,425,23.412,0.388
"ED Visits	",Putnam,2005-2007,"Total	","	","Total	","	",30.967,893,29.928,0.816
"ED Visits	",Putnam,2005-2016,"Total	","	","Total	","	",33.874,3776,31.614,0.862
"ED Visits	",Putnam,2006-2008,"Total	","	","Total	","	",30.535,873,29.261,0.797
"ED Visits	",Putnam,2007-2009,"Total	","	","Total	","	",31.93,913,30.57,0.833
"ED Visits	",Putnam,2008-2010,"Total	","	","Total	","	",33.875,948,31.703,0.865
"ED Visits	",Putnam,2009-2011,"Total	","	","Total	","	",35.576,996,33.261,0.91
"ED Visits	",Putnam,2010-2012,"Total	","	","Total	","	",37.597,1033,34.491,0.943
"ED Visits	",Putnam,2011-2013,"Total	","	","Total	","	",36.953,1017,33.973,0.928
"ED Visits	",Putnam,2012-2014,"Total	","	","Total	","	",35.226,967,32.355,0.882
"ED Visits	",Putnam,2013-2015,"Total	","	","Total	","	",33.503,914,30.628,0.835
"ED Visits	",Putnam,2014-2016,"Total	","	","Total	","	",34.2,918,30.842,0.838
"ED Visits	",Queens,2005-2007,"Total	","	","Total	","	",87.349,53188,81.372,48.574
"ED Visits	",Queens,2005-2016,"Total	","	","Total	","	",85.852,217480,80.571,49.619
"ED Visits	",Queens,2006-2008,"Total	","	","Total	","	",87.219,53071,81.088,48.422
"ED Visits	",Queens,2007-2009,"Total	","	","Total	","	",87.32,53410,81.07,48.732
"ED Visits	",Queens,2008-2010,"Total	","	","Total	","	",89.574,55414,83.378,50.56
"ED Visits	",Queens,2009-2011,"Total	","	","Total	","	",92.105,57610,85.828,52.612
"ED Visits	",Queens,2010-2012,"Total	","	","Total	","	",90.352,57442,84.809,52.411
"ED Visits	",Queens,2011-2013,"Total	","	","Total	","	",86.808,56096,82.067,51.182
"ED Visits	",Queens,2012-2014,"Total	","	","Total	","	",83.537,54709,79.406,49.917
"ED Visits	",Queens,2013-2015,"Total	","	","Total	","	",81.314,53688,77.372,49.03
"ED Visits	",Queens,2014-2016,"Total	","	","Total	","	",79.911,52782,75.679,48.159
"ED Visits	",Rensselaer,2005-2007,"Total	","	","Total	","	",63.078,2826,59.916,2.581
"ED Visits	",Rensselaer,2005-2016,"Total	","	","Total	","	",71.569,12695,66.513,2.896
"ED Visits	",Rensselaer,2006-2008,"Total	","	","Total	","	",66.195,2969,62.562,2.709
"ED Visits	",Rensselaer,2007-2009,"Total	","	","Total	","	",69.514,3111,65.302,2.839
"ED Visits	",Rensselaer,2008-2010,"Total	","	","Total	","	",72.015,3224,67.517,2.942
"ED Visits	",Rensselaer,2009-2011,"Total	","	","Total	","	",75.778,3364,70.348,3.072
"ED Visits	",Rensselaer,2010-2012,"Total	","	","Total	","	",79.515,3509,73.301,3.202
"ED Visits	",Rensselaer,2011-2013,"Total	","	","Total	","	",83.86,3669,76.561,3.348
"ED Visits	",Rensselaer,2012-2014,"Total	","	","Total	","	",84.785,3719,77.54,3.393
"ED Visits	",Rensselaer,2013-2015,"Total	","	","Total	","	",78.124,3438,71.617,3.14
"ED Visits	",Rensselaer,2014-2016,"Total	","	","Total	","	",67.668,2976,61.966,2.715
"ED Visits	",Richmond,2005-2007,"Total	","	","Total	","	",77.372,10349,75.307,9.451
"ED Visits	",Richmond,2005-2016,"Total	","	","Total	","	",83.932,45509,81.087,10.383
"ED Visits	",Richmond,2006-2008,"Total	","	","Total	","	",79.12,10647,77.101,9.714
"ED Visits	",Richmond,2007-2009,"Total	","	","Total	","	",82.823,11248,80.903,10.263
"ED Visits	",Richmond,2008-2010,"Total	","	","Total	","	",87.982,12014,85.791,10.962
"ED Visits	",Richmond,2009-2011,"Total	","	","Total	","	",91.398,12505,88.825,11.42
"ED Visits	",Richmond,2010-2012,"Total	","	","Total	","	",93.217,12765,90.414,11.647
"ED Visits	",Richmond,2011-2013,"Total	","	","Total	","	",92.045,12589,88.991,11.486
"ED Visits	",Richmond,2012-2014,"Total	","	","Total	","	",89.278,12177,85.957,11.11
"ED Visits	",Richmond,2013-2015,"Total	","	","Total	","	",83.802,11382,80.176,10.395
"ED Visits	",Richmond,2014-2016,"Total	","	","Total	","	",78.052,10557,74.182,9.632
"ED Visits	",Rockland,2005-2007,"Total	","	","Total	","	",35.832,3175,35.286,2.9
"ED Visits	",Rockland,2005-2016,"Total	","	","Total	","	",36.637,13725,36.548,3.131
"ED Visits	",Rockland,2006-2008,"Total	","	","Total	","	",34.612,3091,34.099,2.82
"ED Visits	",Rockland,2007-2009,"Total	","	","Total	","	",35.899,3236,35.338,2.953
"ED Visits	",Rockland,2008-2010,"Total	","	","Total	","	",37.224,3420,36.909,3.12
"ED Visits	",Rockland,2009-2011,"Total	","	","Total	","	",39.74,3717,39.671,3.395
"ED Visits	",Rockland,2010-2012,"Total	","	","Total	","	",39.439,3758,39.722,3.429
"ED Visits	",Rockland,2011-2013,"Total	","	","Total	","	",38.519,3709,38.884,3.384
"ED Visits	",Rockland,2012-2014,"Total	","	","Total	","	",36.964,3587,37.328,3.273
"ED Visits	",Rockland,2013-2015,"Total	","	","Total	","	",35.653,3482,35.946,3.18
"ED Visits	",Rockland,2014-2016,"Total	","	","Total	","	",35.012,3421,35.083,3.121
"ED Visits	",St. Lawrence,2005-2007,"Total	","	","Total	","	",73.833,2347,70.112,2.143
"ED Visits	",St. Lawrence,2005-2016,"Total	","	","Total	","	",71.569,9018,67.272,2.057
"ED Visits	",St. Lawrence,2006-2008,"Total	","	","Total	","	",70.278,2231,66.632,2.036
"ED Visits	",St. Lawrence,2007-2009,"Total	","	","Total	","	",70.057,2228,66.42,2.033
"ED Visits	",St. Lawrence,2008-2010,"Total	","	","Total	","	",69.908,2231,66.463,2.036
"ED Visits	",St. Lawrence,2009-2011,"Total	","	","Total	","	",74.043,2372,70.499,2.166
"ED Visits	",St. Lawrence,2010-2012,"Total	","	","Total	","	",77.134,2462,73.076,2.246
"ED Visits	",St. Lawrence,2011-2013,"Total	","	","Total	","	",77.275,2452,72.686,2.237
"ED Visits	",St. Lawrence,2012-2014,"Total	","	","Total	","	",72.319,2253,66.919,2.056
"ED Visits	",St. Lawrence,2013-2015,"Total	","	","Total	","	",67.567,2087,62.301,1.906
"ED Visits	",St. Lawrence,2014-2016,"Total	","	","Total	","	",65.455,1988,59.74,1.814
"ED Visits	",Saratoga,2005-2007,"Total	","	","Total	","	",34.167,2099,32.624,1.917
"ED Visits	",Saratoga,2005-2016,"Total	","	","Total	","	",29.727,7417,28.039,1.692
"ED Visits	",Saratoga,2006-2008,"Total	","	","Total	","	",34.348,2112,32.607,1.927
"ED Visits	",Saratoga,2007-2009,"Total	","	","Total	","	",35.389,2185,33.526,1.994
"ED Visits	",Saratoga,2008-2010,"Total	","	","Total	","	",36.007,2222,33.871,2.027
"ED Visits	",Saratoga,2009-2011,"Total	","	","Total	","	",34.631,2150,32.58,1.963
"ED Visits	",Saratoga,2010-2012,"Total	","	","Total	","	",32.34,2020,30.43,1.843
"ED Visits	",Saratoga,2011-2013,"Total	","	","Total	","	",29.184,1849,27.683,1.687
"ED Visits	",Saratoga,2012-2014,"Total	","	","Total	","	",26.206,1664,24.782,1.518
"ED Visits	",Saratoga,2013-2015,"Total	","	","Total	","	",22.552,1446,21.421,1.321
"ED Visits	",Saratoga,2014-2016,"Total	","	","Total	","	",19.651,1247,18.395,1.138
"ED Visits	",Schenectady,2005-2007,"Total	","	","Total	","	",75.525,3212,70.711,2.933
"ED Visits	",Schenectady,2005-2016,"Total	","	","Total	","	",75.83,13042,70.671,2.976
"ED Visits	",Schenectady,2006-2008,"Total	","	","Total	","	",73.319,3134,68.517,2.859
"ED Visits	",Schenectady,2007-2009,"Total	","	","Total	","	",75.355,3242,70.527,2.958
"ED Visits	",Schenectady,2008-2010,"Total	","	","Total	","	",77.865,3368,72.852,3.073
"ED Visits	",Schenectady,2009-2011,"Total	","	","Total	","	",80.219,3462,74.673,3.162
"ED Visits	",Schenectady,2010-2012,"Total	","	","Total	","	",80.433,3465,74.594,3.161
"ED Visits	",Schenectady,2011-2013,"Total	","	","Total	","	",79.98,3442,74.088,3.141
"ED Visits	",Schenectady,2012-2014,"Total	","	","Total	","	",79.696,3435,73.884,3.134
"ED Visits	",Schenectady,2013-2015,"Total	","	","Total	","	",74.932,3228,69.46,2.948
"ED Visits	",Schenectady,2014-2016,"Total	","	","Total	","	",70.15,3020,65.042,2.755
"ED Visits	",Schoharie,2005-2007,"Total	","	","Total	","	",39.935,363,37.007,0.332
"ED Visits	",Schoharie,2005-2016,"Total	","	","Total	","	",27.243,922,23.797,0.21
"ED Visits	",Schoharie,2006-2008,"Total	","	","Total	","	",30.03,267,27.122,0.244
"ED Visits	",Schoharie,2007-2009,"Total	","	","Total	","	",22.132,196,19.886,0.179
"ED Visits	",Schoharie,2008-2010,"Total	","	","Total	","	",24.942,211,21.453,0.193
"ED Visits	",Schoharie,2009-2011,"Total	","	","Total	","	",25.185,210,21.401,0.192
"ED Visits	",Schoharie,2010-2012,"Total	","	","Total	","	",24.751,205,21.039,0.187
"ED Visits	",Schoharie,2011-2013,"Total	","	","Total	","	",19.69,165,17.077,0.151
"ED Visits	",Schoharie,2012-2014,"Total	","	","Total	","	",18.16,155,16.205,0.141
"ED Visits	",Schoharie,2013-2015,"Total	","	","Total	","	",17.259,142,14.958,0.13
"ED Visits	",Schoharie,2014-2016,"Total	","	","Total	","	",23.374,183,19.39,0.167
"ED Visits	",Schuyler,2005-2007,"Total	","	","Total	","	",72.659,376,66.739,0.343
"ED Visits	",Schuyler,2005-2016,"Total	","	","Total	","	",56.851,1141,51.428,0.26
"ED Visits	",Schuyler,2006-2008,"Total	","	","Total	","	",64.874,327,58.286,0.298
"ED Visits	",Schuyler,2007-2009,"Total	","	","Total	","	",61.298,307,55.068,0.28
"ED Visits	",Schuyler,2008-2010,"Total	","	","Total	","	",60.017,305,55.103,0.278
"ED Visits	",Schuyler,2009-2011,"Total	","	","Total	","	",60.683,308,55.798,0.281
"ED Visits	",Schuyler,2010-2012,"Total	","	","Total	","	",53.53,278,50.199,0.254
"ED Visits	",Schuyler,2011-2013,"Total	","	","Total	","	",47.782,241,43.366,0.22
"ED Visits	",Schuyler,2012-2014,"Total	","	","Total	","	",42.512,209,37.738,0.191
"ED Visits	",Schuyler,2013-2015,"Total	","	","Total	","	",46.253,213,38.726,0.195
"ED Visits	",Schuyler,2014-2016,"Total	","	","Total	","	",48.57,219,40.111,0.2
"ED Visits	",Seneca,2005-2007,"Total	","	","Total	","	",36.504,367,34.665,0.335
